Start Date,End Date,State,County,COVID-19 Deaths,Total Deaths
01/01/2020,06/26/2021,VT,Chittenden County,126,2592
01/01/2020,06/26/2021,VT,Franklin County,32,557
01/01/2020,06/26/2021,VT,Grand Isle County,,58
01/01/2020,06/26/2021,VT,Lamoille County,,283
01/01/2020,06/26/2021,VT,Orange County,,317
01/01/2020,06/26/2021,VT,Orleans County,,438
01/01/2020,06/26/2021,VT,Rutland County,18,1048
01/01/2020,06/26/2021,VT,Washington County,15,836
01/01/2020,06/26/2021,VT,Windham County,,550
01/01/2020,06/26/2021,VT,Windsor County,,765
01/01/2020,06/26/2021,WA,Adams County,,129
01/01/2020,06/26/2021,WA,Asotin County,23,330
01/01/2020,06/26/2021,WA,Benton County,313,3007
01/01/2020,06/26/2021,WA,Chelan County,129,1464
01/01/2020,06/26/2021,WA,Clallam County,,1408
01/01/2020,06/26/2021,WA,Clark County,287,6190
01/01/2020,06/26/2021,WA,Columbia County,,74
01/01/2020,06/26/2021,WA,Cowlitz County,47,1916
01/01/2020,06/26/2021,WA,Douglas County,,289
01/01/2020,06/26/2021,WA,Ferry County,,102
01/01/2020,06/26/2021,WA,Franklin County,88,509
01/01/2020,06/26/2021,WA,Garfield County,,27
01/01/2020,06/26/2021,WA,Grant County,65,921
01/01/2020,06/26/2021,WA,Grays Harbor County,47,1122
01/01/2020,06/26/2021,WA,Island County,30,884
01/01/2020,06/26/2021,WA,Jefferson County,,503
01/01/2020,06/26/2021,WA,King County,1631,22796
01/01/2020,06/26/2021,WA,Kitsap County,81,3139
01/01/2020,06/26/2021,WA,Kittitas County,29,438
01/01/2020,06/26/2021,WA,Klickitat County,,252
01/01/2020,06/26/2021,WA,Lewis County,42,1215
01/01/2020,06/26/2021,WA,Lincoln County,,135
01/01/2020,06/26/2021,WA,Mason County,21,802
01/01/2020,06/26/2021,WA,Okanogan County,27,538
01/01/2020,06/26/2021,WA,Pacific County,,364
01/01/2020,06/26/2021,WA,Pend Oreille County,,211
01/01/2020,06/26/2021,WA,Pierce County,702,11701
01/01/2020,06/26/2021,WA,Skagit County,74,1996
01/01/2020,06/26/2021,WA,Skamania County,,110
01/01/2020,06/26/2021,WA,Snohomish County,491,8431
01/01/2020,06/26/2021,WA,Spokane County,704,8712
01/01/2020,06/26/2021,WA,Stevens County,12,490
01/01/2020,06/26/2021,WA,Thurston County,133,3872
01/01/2020,06/26/2021,WA,Walla Walla County,64,989
01/01/2020,06/26/2021,WA,Whatcom County,123,2879
01/01/2020,06/26/2021,WA,Whitman County,37,410
01/01/2020,06/26/2021,WA,Yakima County,405,3297
01/01/2020,06/26/2021,WI,Adams County,,263
01/01/2020,06/26/2021,WI,Ashland County,22,262
01/01/2020,06/26/2021,WI,Barron County,64,743
01/01/2020,06/26/2021,WI,Bayfield County,,173
01/01/2020,06/26/2021,WI,Brown County,472,4432
01/01/2020,06/26/2021,WI,Buffalo County,,121
01/01/2020,06/26/2021,WI,Burnett County,14,180
01/01/2020,06/26/2021,WI,Calumet County,29,430
01/01/2020,06/26/2021,WI,Chippewa County,67,757
01/01/2020,06/26/2021,WI,Clark County,33,404
01/01/2020,06/26/2021,WI,Columbia County,49,777
01/01/2020,06/26/2021,WI,Crawford County,10,215
01/01/2020,06/26/2021,WI,Dane County,566,7215
01/01/2020,06/26/2021,WI,Dodge County,176,1445
01/01/2020,06/26/2021,WI,Door County,23,446
01/01/2020,06/26/2021,WI,Douglas County,63,489
01/01/2020,06/26/2021,WI,Dunn County,22,424
01/01/2020,06/26/2021,WI,Eau Claire County,209,2058
01/01/2020,06/26/2021,WI,Florence County,,77
01/01/2020,06/26/2021,WI,Fond du Lac County,153,1681
01/01/2020,06/26/2021,WI,Forest County,,112
01/01/2020,06/26/2021,WI,Grant County,56,666
01/01/2020,06/26/2021,WI,Green County,33,561
01/01/2020,06/26/2021,WI,Green Lake County,17,342
01/01/2020,06/26/2021,WI,Iowa County,13,271
01/01/2020,06/26/2021,WI,Iron County,35,127
01/01/2020,06/26/2021,WI,Jackson County,16,283
01/01/2020,06/26/2021,WI,Jefferson County,79,1045
01/01/2020,06/26/2021,WI,Juneau County,14,313
01/01/2020,06/26/2021,WI,Kenosha County,378,2553
01/01/2020,06/26/2021,WI,Kewaunee County,20,204
01/01/2020,06/26/2021,WI,La Crosse County,222,2435
01/01/2020,06/26/2021,WI,Lafayette County,,158
01/01/2020,06/26/2021,WI,Langlade County,32,339
01/01/2020,06/26/2021,WI,Lincoln County,72,475
01/01/2020,06/26/2021,WI,Manitowoc County,75,1199
01/01/2020,06/26/2021,WI,Marathon County,319,2540
01/01/2020,06/26/2021,WI,Marinette County,73,827
01/01/2020,06/26/2021,WI,Marquette County,16,227
01/01/2020,06/26/2021,WI,Milwaukee County,1431,15895
01/01/2020,06/26/2021,WI,Monroe County,35,659
01/01/2020,06/26/2021,WI,Oconto County,27,424
01/01/2020,06/26/2021,WI,Oneida County,77,808
01/01/2020,06/26/2021,WI,Outagamie County,351,2798
01/01/2020,06/26/2021,WI,Ozaukee County,202,1769
01/01/2020,06/26/2021,WI,Pepin County,,66
01/01/2020,06/26/2021,WI,Pierce County,32,379
01/01/2020,06/26/2021,WI,Polk County,54,618
01/01/2020,06/26/2021,WI,Portage County,55,727
01/01/2020,06/26/2021,WI,Price County,,215
01/01/2020,06/26/2021,WI,Racine County,327,2753
01/01/2020,06/26/2021,WI,Richland County,15,260
01/01/2020,06/26/2021,WI,Rock County,220,2657
01/01/2020,06/26/2021,WI,Rusk County,20,227
01/01/2020,06/26/2021,WI,St. Croix County,58,962
01/01/2020,06/26/2021,WI,Sauk County,54,931
01/01/2020,06/26/2021,WI,Sawyer County,21,297
01/01/2020,06/26/2021,WI,Shawano County,58,633
01/01/2020,06/26/2021,WI,Sheboygan County,193,1877
01/01/2020,06/26/2021,WI,Taylor County,41,237
01/01/2020,06/26/2021,WI,Trempealeau County,34,369
01/01/2020,06/26/2021,WI,Vernon County,40,471
01/01/2020,06/26/2021,WI,Vilas County,16,294
01/01/2020,06/26/2021,WI,Walworth County,126,1315
01/01/2020,06/26/2021,WI,Washburn County,12,286
01/01/2020,06/26/2021,WI,Washington County,133,1720
01/01/2020,06/26/2021,WI,Waukesha County,644,5829
01/01/2020,06/26/2021,WI,Waupaca County,126,958
01/01/2020,06/26/2021,WI,Waushara County,11,332
01/01/2020,06/26/2021,WI,Winnebago County,246,2740
01/01/2020,06/26/2021,WI,Wood County,184,1992
01/01/2020,06/26/2021,WV,Barbour County,,204
01/01/2020,06/26/2021,WV,Berkeley County,137,1464
01/01/2020,06/26/2021,WV,Boone County,13,289
01/01/2020,06/26/2021,WV,Braxton County,,143
01/01/2020,06/26/2021,WV,Brooke County,113,624
01/01/2020,06/26/2021,WV,Cabell County,300,3100
01/01/2020,06/26/2021,WV,Clay County,,103
01/01/2020,06/26/2021,WV,Fayette County,29,544
01/01/2020,06/26/2021,WV,Gilmer County,,89
01/01/2020,06/26/2021,WV,Grant County,16,214
01/01/2020,06/26/2021,WV,Greenbrier County,65,690
01/01/2020,06/26/2021,WV,Hampshire County,22,286
01/01/2020,06/26/2021,WV,Hancock County,26,350
01/01/2020,06/26/2021,WV,Hardy County,10,126
01/01/2020,06/26/2021,WV,Harrison County,114,1445
01/01/2020,06/26/2021,WV,Jackson County,23,334
01/01/2020,06/26/2021,WV,Jefferson County,38,820
01/01/2020,06/26/2021,WV,Kanawha County,483,4789
01/01/2020,06/26/2021,WV,Lewis County,14,265
01/01/2020,06/26/2021,WV,Logan County,65,652
01/01/2020,06/26/2021,WV,McDowell County,,278
01/01/2020,06/26/2021,WV,Marion County,14,658
01/01/2020,06/26/2021,WV,Marshall County,64,429
01/01/2020,06/26/2021,WV,Mason County,14,291
01/01/2020,06/26/2021,WV,Mercer County,114,1252
01/01/2020,06/26/2021,WV,Mineral County,49,313
01/01/2020,06/26/2021,WV,Mingo County,,208
01/01/2020,06/26/2021,WV,Monongalia County,370,2769
01/01/2020,06/26/2021,WV,Monroe County,,131
01/01/2020,06/26/2021,WV,Morgan County,,203
01/01/2020,06/26/2021,WV,Nicholas County,,260
01/01/2020,06/26/2021,WV,Ohio County,229,1612
01/01/2020,06/26/2021,WV,Pendleton County,,85
01/01/2020,06/26/2021,WV,Pleasants County,,98
01/01/2020,06/26/2021,WV,Pocahontas County,,110
01/01/2020,06/26/2021,WV,Preston County,27,370
01/01/2020,06/26/2021,WV,Putnam County,66,625
01/01/2020,06/26/2021,WV,Raleigh County,128,2078
01/01/2020,06/26/2021,WV,Randolph County,29,530
01/01/2020,06/26/2021,WV,Ritchie County,,80
01/01/2020,06/26/2021,WV,Roane County,,165
01/01/2020,06/26/2021,WV,Summers County,,162
01/01/2020,06/26/2021,WV,Taylor County,11,223
01/01/2020,06/26/2021,WV,Tucker County,,103
01/01/2020,06/26/2021,WV,Tyler County,,105
01/01/2020,06/26/2021,WV,Upshur County,17,299
01/01/2020,06/26/2021,WV,Wayne County,27,387
01/01/2020,06/26/2021,WV,Wetzel County,12,213
01/01/2020,06/26/2021,WV,Wood County,188,1598
01/01/2020,06/26/2021,WV,Wyoming County,14,208
01/01/2020,06/26/2021,WY,Albany County,17,326
01/01/2020,06/26/2021,WY,Big Horn County,23,188
01/01/2020,06/26/2021,WY,Campbell County,45,447
01/01/2020,06/26/2021,WY,Carbon County,10,177
01/01/2020,06/26/2021,WY,Converse County,16,166
01/01/2020,06/26/2021,WY,Crook County,,113
01/01/2020,06/26/2021,WY,Fremont County,50,607
01/01/2020,06/26/2021,WY,Goshen County,19,216
01/01/2020,06/26/2021,WY,Hot Springs County,,101
01/01/2020,06/26/2021,WY,Johnson County,,141
01/01/2020,06/26/2021,WY,Laramie County,130,1478
01/01/2020,06/26/2021,WY,Lincoln County,,200
01/01/2020,06/26/2021,WY,Natrona County,188,1538
01/01/2020,06/26/2021,WY,Niobrara County,,35
01/01/2020,06/26/2021,WY,Park County,26,446
01/01/2020,06/26/2021,WY,Platte County,,128
01/01/2020,06/26/2021,WY,Sheridan County,32,466
01/01/2020,06/26/2021,WY,Sublette County,,79
01/01/2020,06/26/2021,WY,Sweetwater County,36,492
01/01/2020,06/26/2021,WY,Teton County,,130
01/01/2020,06/26/2021,WY,Uinta County,,203
01/01/2020,06/26/2021,WY,Washakie County,20,129
01/01/2020,06/26/2021,WY,Weston County,,106
